timestamp,open,high,low,close,volume
2019-02-15 16:00:00,31.7650,31.7700,31.7350,31.7550,172983
2019-02-15 15:59:00,31.7700,31.7700,31.7600,31.7600,38349
2019-02-15 15:58:00,31.7700,31.7800,31.7700,31.7700,47752
2019-02-15 15:57:00,31.7600,31.7700,31.7600,31.7700,22710
2019-02-15 15:56:00,31.7650,31.7750,31.7600,31.7600,67236
2019-02-15 15:55:00,31.7700,31.7700,31.7600,31.7600,39627
2019-02-15 15:54:00,31.7650,31.7700,31.7600,31.7700,48141
2019-02-15 15:53:00,31.7600,31.7700,31.7600,31.7600,13345
2019-02-15 15:52:00,31.7850,31.7850,31.7650,31.7650,35820
2019-02-15 15:51:00,31.8150,31.8150,31.7850,31.7850,53038
2019-02-15 15:50:00,31.8000,31.8200,31.8000,31.8100,32600
2019-02-15 15:49:00,31.8050,31.8063,31.8000,31.8063,17378
2019-02-15 15:48:00,31.8100,31.8150,31.8000,31.8000,52453
2019-02-15 15:47:00,31.8050,31.8100,31.8050,31.8100,15824
2019-02-15 15:46:00,31.7900,31.8050,31.7900,31.8050,41169
2019-02-15 15:45:00,31.7700,31.7900,31.7700,31.7900,22223
2019-02-15 15:44:00,31.7500,31.7700,31.7400,31.7700,21914
2019-02-15 15:43:00,31.7200,31.7500,31.7100,31.7500,21924
2019-02-15 15:42:00,31.7200,31.7200,31.7200,31.7200,8738
2019-02-15 15:41:00,31.7100,31.7200,31.7100,31.7200,14064
2019-02-15 15:40:00,31.7100,31.7200,31.7100,31.7200,11209
2019-02-15 15:39:00,31.6950,31.7100,31.6900,31.7100,22203
2019-02-15 15:38:00,31.7000,31.7000,31.6950,31.6950,3372
2019-02-15 15:37:00,31.6800,31.7000,31.6800,31.7000,28881
2019-02-15 15:36:00,31.6900,31.6950,31.6800,31.6800,20840
2019-02-15 15:35:00,31.6850,31.6900,31.6800,31.6900,14007
2019-02-15 15:34:00,31.6850,31.6850,31.6800,31.6800,4176
2019-02-15 15:33:00,31.6800,31.6950,31.6800,31.6900,23511
2019-02-15 15:32:00,31.6450,31.6800,31.6450,31.6800,27017
2019-02-15 15:31:00,31.6500,31.6500,31.6400,31.6500,11400
2019-02-15 15:30:00,31.6650,31.6650,31.6500,31.6500,21526
2019-02-15 15:29:00,31.6501,31.6694,31.6501,31.6694,14599
2019-02-15 15:28:00,31.6500,31.6550,31.6500,31.6500,25817
2019-02-15 15:27:00,31.6500,31.6569,31.6500,31.6531,9507
2019-02-15 15:26:00,31.6550,31.6554,31.6550,31.6554,3071
2019-02-15 15:25:00,31.6550,31.6600,31.6500,31.6600,4555
2019-02-15 15:24:00,31.6500,31.6600,31.6500,31.6600,3498
2019-02-15 15:23:00,31.6800,31.6800,31.6500,31.6600,22133
2019-02-15 15:22:00,31.6700,31.6754,31.6600,31.6750,32650
2019-02-15 15:21:00,31.6750,31.6750,31.6700,31.6700,4626
2019-02-15 15:20:00,31.6740,31.6740,31.6700,31.6700,3103
2019-02-15 15:19:00,31.6800,31.6800,31.6700,31.6750,17483
2019-02-15 15:18:00,31.6950,31.7000,31.6900,31.6900,28597
2019-02-15 15:17:00,31.7100,31.7100,31.6950,31.7000,14609
2019-02-15 15:16:00,31.7490,31.7490,31.7200,31.7200,20381
2019-02-15 15:15:00,31.7400,31.7400,31.7400,31.7400,7873
2019-02-15 15:14:00,31.7600,31.7600,31.7400,31.7400,18266
2019-02-15 15:13:00,31.7600,31.7650,31.7600,31.7600,6825
2019-02-15 15:12:00,31.7600,31.7650,31.7500,31.7650,44935
2019-02-15 15:11:00,31.7550,31.7550,31.7550,31.7550,4066
2019-02-15 15:10:00,31.7600,31.7600,31.7550,31.7550,3915
2019-02-15 15:09:00,31.7550,31.7600,31.7550,31.7600,4374
2019-02-15 15:08:00,31.7500,31.7500,31.7500,31.7500,1134
2019-02-15 15:07:00,31.7546,31.7600,31.7500,31.7500,2717
2019-02-15 15:06:00,31.7550,31.7600,31.7500,31.7550,4078
2019-02-15 15:05:00,31.7700,31.7750,31.7600,31.7600,27685
2019-02-15 15:04:00,31.7700,31.7700,31.7600,31.7700,9649
2019-02-15 15:03:00,31.7650,31.7650,31.7650,31.7650,658
2019-02-15 15:02:00,31.7600,31.7700,31.7600,31.7600,12417
2019-02-15 15:01:00,31.7750,31.7750,31.7600,31.7600,21095
2019-02-15 15:00:00,31.7700,31.7700,31.7600,31.7700,11146
2019-02-15 14:59:00,31.7700,31.7700,31.7600,31.7700,9004
2019-02-15 14:58:00,31.7800,31.7800,31.7700,31.7700,11388
2019-02-15 14:57:00,31.7900,31.7900,31.7700,31.7900,36372
2019-02-15 14:56:00,31.7900,31.8000,31.7900,31.7950,3680
2019-02-15 14:55:00,31.7958,31.8000,31.7900,31.8000,3953
2019-02-15 14:54:00,31.7822,31.7900,31.7804,31.7900,10029
2019-02-15 14:53:00,31.7850,31.7850,31.7800,31.7800,3442
2019-02-15 14:52:00,31.7900,31.7900,31.7800,31.7800,14132
2019-02-15 14:51:00,31.7700,31.7800,31.7700,31.7800,19450
2019-02-15 14:50:00,31.7700,31.7700,31.7633,31.7650,17537
2019-02-15 14:49:00,31.7700,31.7700,31.7600,31.7650,10373
2019-02-15 14:48:00,31.7750,31.7799,31.7750,31.7799,1802
2019-02-15 14:47:00,31.8050,31.8050,31.7750,31.7750,22814
2019-02-15 14:46:00,31.7746,31.8100,31.7746,31.8100,28259
