timestamp,open,high,low,close,volume
2019-02-15,206.4600,208.9700,206.0000,208.8600,2000378
2019-02-14,206.5900,207.1200,204.0500,204.9300,2229753
2019-02-13,207.0900,210.4000,206.5900,209.7200,2967332
2019-02-12,202.8700,206.7900,202.1900,206.5700,2622973
2019-02-11,200.9300,201.2000,199.6400,200.9100,1513457
2019-02-08,199.2200,199.8500,197.9000,199.8200,1451833
2019-02-07,201.0200,202.4000,198.8550,199.8400,1949371
2019-02-06,201.2200,203.0800,200.2500,202.5700,1672422
2019-02-05,200.7200,201.1300,199.7252,201.1200,2036879
2019-02-04,199.0100,200.2600,196.2500,200.2100,1973572
2019-02-01,201.4900,201.7700,198.2900,199.1600,2239400
2019-01-31,198.8000,200.8900,197.7400,200.3000,3338363
2019-01-30,198.2200,200.1100,194.6300,199.2700,2168133
2019-01-29,195.0100,199.8900,194.2000,196.9500,4311097
2019-01-28,193.1400,193.4500,191.0700,193.2000,3156986
2019-01-25,194.7200,197.1600,194.4600,195.9000,2320397
2019-01-24,192.2600,193.1650,191.5100,192.5200,1582949
2019-01-23,192.6300,194.0000,190.2750,192.2900,1653006
2019-01-22,194.2200,194.4900,190.4300,192.2600,2709562
2019-01-18,194.3400,196.4000,192.3600,195.8600,2746603
2019-01-17,188.5600,192.9000,187.8950,191.7100,1978891
2019-01-16,188.5100,190.4400,188.4200,189.4800,2492126
2019-01-15,188.8400,190.6761,187.8600,188.9400,2737349
2019-01-14,190.6400,192.8300,189.8000,192.1700,1914426
2019-01-11,191.8400,192.6900,190.8600,192.2100,2360186
2019-01-10,190.8700,193.8100,189.4000,193.6000,1939317
2019-01-09,193.2500,193.9400,191.3816,192.3000,2163815
2019-01-08,193.0000,194.1100,189.5800,191.6800,2479787
2019-01-07,191.3600,192.3000,188.6600,190.8800,2162158
2019-01-04,186.7500,191.9800,186.0300,191.3200,2995052
2019-01-03,188.2800,188.2800,182.8900,183.7600,3358241
2019-01-02,187.8200,190.9900,186.7000,190.9500,2475193
2018-12-31,190.3400,191.6500,188.5000,190.5400,1804618
2018-12-28,191.8100,192.3000,188.5700,189.3700,2311390
2018-12-27,183.5000,190.7000,182.8800,190.7000,2809032
2018-12-26,179.3800,186.3300,176.8700,186.2600,2925561
2018-12-24,181.8900,183.5400,178.5100,178.6200,2249502
2018-12-21,187.8600,190.5000,183.6400,183.7500,6699190
2018-12-20,189.1100,191.1200,185.5000,187.3800,3609477
2018-12-19,196.0000,198.2300,189.7000,189.9600,3266548
2018-12-18,193.3900,196.9200,193.1500,194.5600,2636317
2018-12-17,195.8400,198.2450,191.8500,192.8200,2547591
2018-12-14,200.1200,201.5700,195.8500,196.1000,2473515
2018-12-13,201.4300,202.4000,199.5208,202.1300,1831731
2018-12-12,200.6000,202.6200,199.7000,199.8100,1918966
2018-12-11,201.2600,202.0000,196.1400,197.4600,1828852
2018-12-10,198.3600,198.9500,193.6400,198.3200,1980356
2018-12-07,202.6200,204.3700,197.0100,198.2400,2254486
2018-12-06,199.6100,203.0800,198.1900,202.6800,2991766
2018-12-04,208.0600,208.5500,202.0900,202.2000,2698694
2018-12-03,211.2100,211.9500,207.0500,208.7600,2493454
2018-11-30,204.3600,207.9200,203.9800,207.9200,3171873
2018-11-29,203.8700,205.8400,202.6600,204.5600,1569231
2018-11-28,201.9900,204.3500,199.4200,204.3400,2184438
2018-11-27,199.1200,201.3200,196.7793,200.6900,2079649
2018-11-26,198.5700,201.8300,197.3200,199.8600,2321035
2018-11-23,197.7600,198.6799,196.7900,196.8000,999927
2018-11-21,199.6800,201.1800,198.6600,198.6900,1832769
2018-11-20,203.5800,204.1350,200.1900,200.5100,2677269
2018-11-19,207.8300,208.0500,204.3710,205.5800,3220380
2018-11-16,203.2400,209.7700,202.6037,209.0000,2620428
2018-11-15,197.7300,205.1300,196.2400,204.9100,3157494
2018-11-14,200.8000,201.0400,196.2900,198.0600,2797664
2018-11-13,197.5200,200.8800,197.1600,198.3700,2168809
2018-11-12,200.5700,200.7700,196.5000,197.0400,2770021
2018-11-09,204.0000,204.0000,199.6974,201.1000,2429281
2018-11-08,201.0000,204.2699,200.7300,204.0700,2534048
2018-11-07,197.1900,201.4000,195.4100,201.2900,2444705
2018-11-06,193.2700,195.5000,193.0000,195.3000,1900381
2018-11-05,193.5000,194.5600,192.2100,193.2500,2886526
2018-11-02,193.6600,194.4700,191.6000,192.8100,3069676
2018-11-01,190.6100,193.2100,190.0900,192.2200,2242755
2018-10-31,190.7000,192.1200,189.6650,190.2600,2845097
2018-10-30,186.8300,190.0800,185.0000,189.8100,2919609
2018-10-29,187.8500,188.8800,183.1600,185.7900,2867556
2018-10-26,183.3100,186.6550,181.9800,184.9500,3546243
2018-10-25,186.5700,187.4800,182.3600,184.9900,3535175
2018-10-24,192.1000,192.9600,183.9700,184.5400,5003514
2018-10-23,188.8000,194.8900,184.5000,192.5500,8255600
2018-10-22,201.2500,203.4000,199.6900,201.3600,3263250
2018-10-19,200.1200,201.1000,198.3700,199.8500,3167309
2018-10-18,202.3400,202.5200,198.4000,200.3800,2339494
2018-10-17,201.7900,203.7700,200.4450,202.9300,1824202
2018-10-16,200.4600,202.5200,199.2300,202.3300,1939519
2018-10-15,197.8200,200.7000,197.4185,198.9400,1812792
2018-10-12,200.8700,202.5500,195.9300,198.2300,2798116
2018-10-11,201.1500,202.9100,196.5000,196.7300,3497220
2018-10-10,209.1900,209.1900,201.5500,202.1500,3525211
2018-10-09,212.6800,213.1100,209.6350,210.4200,2947478
2018-10-08,213.1300,214.5800,212.2600,214.3700,1666709
2018-10-05,214.3500,215.0300,211.0600,213.1900,2140502
2018-10-04,214.8500,215.6600,212.0350,213.8400,1682524
2018-10-03,216.0000,217.3400,214.9400,215.7600,2139342
